DEP_CNTRY,IS_STUDY,DES_CNTRY,TFC_TYPE,DES_PRU,DEPS,REGION,YEAR
IE,FALSE,GI,regional,Eurocontrol,3,EUR,2024
IE,FALSE,KE,international,Africa,3,EUR,2024
IE,FALSE,NG,international,Africa,3,EUR,2024
IE,FALSE,VC,international,Southern America,3,EUR,2024
IT,FALSE,AI,international,Southern America,3,EUR,2024
IT,FALSE,AO,international,Africa,3,EUR,2024
IT,FALSE,BB,international,Southern America,3,EUR,2024
IT,FALSE,BN,international,Asia,3,EUR,2024
IT,FALSE,CD,international,Africa,3,EUR,2024
IT,FALSE,CM,international,Africa,3,EUR,2024
IT,FALSE,TJ,international,Asia,3,EUR,2024
LT,FALSE,KW,international,Middle East,3,EUR,2024
LT,FALSE,LU,regional,Eurocontrol,3,EUR,2024
LT,FALSE,XK,NA,NA,3,EUR,2024
LU,FALSE,AL,regional,Eurocontrol,3,EUR,2024
LU,FALSE,CM,international,Africa,3,EUR,2024
LU,FALSE,KZ,international,Asia,3,EUR,2024
LU,FALSE,LV,regional,Eurocontrol,3,EUR,2024
LV,FALSE,RU,international,Russia,3,EUR,2024
MD,FALSE,EE,regional,Eurocontrol,3,EUR,2024
MD,FALSE,LB,international,Middle East,3,EUR,2024
MD,FALSE,MT,regional,Eurocontrol,3,EUR,2024
ME,FALSE,IN,international,Asia,3,EUR,2024
MT,FALSE,CM,international,Africa,3,EUR,2024
NL,FALSE,BH,international,Middle East,3,EUR,2024
NL,FALSE,CN,international,China,3,EUR,2024
NL,FALSE,LY,international,Africa,3,EUR,2024
NL,FALSE,MX,international,Southern America,3,EUR,2024
NL,FALSE,OM,international,Middle East,3,EUR,2024
NO,FALSE,HK,international,China,3,EUR,2024
NO,FALSE,IN,international,Asia,3,EUR,2024
NO,FALSE,MX,international,Southern America,3,EUR,2024
PL,FALSE,RU,international,Russia,3,EUR,2024
PT,FALSE,AZ,international,Asia,3,EUR,2024
PT,FALSE,CG,international,Africa,3,EUR,2024
PT,FALSE,CI,international,Africa,3,EUR,2024
PT,FALSE,GA,international,Africa,3,EUR,2024
PT,FALSE,KE,international,Africa,3,EUR,2024
PT,FALSE,QA,international,Middle East,3,EUR,2024
PT,FALSE,VI,international,Southern America,3,EUR,2024
PT,TRUE,AR,international,Southern America,3,EUR,2024
PT,TRUE,AZ,international,Asia,3,EUR,2024
PT,TRUE,GI,regional,Eurocontrol,3,EUR,2024
PT,TRUE,IN,international,Asia,3,EUR,2024
PT,TRUE,KE,international,Africa,3,EUR,2024
PT,TRUE,PK,international,Asia,3,EUR,2024
PT,TRUE,TD,international,Africa,3,EUR,2024
RO,FALSE,GI,regional,Eurocontrol,3,EUR,2024
RO,FALSE,NG,international,Africa,3,EUR,2024
RO,FALSE,TH,international,Asia,3,EUR,2024
RS,FALSE,DZ,international,Africa,3,EUR,2024
RS,FALSE,GQ,international,Africa,3,EUR,2024
RS,FALSE,XK,NA,NA,3,EUR,2024
SE,FALSE,BS,international,Southern America,3,EUR,2024
SE,FALSE,GL,international,Northern America,3,EUR,2024
SE,FALSE,UZ,international,Asia,3,EUR,2024
SI,FALSE,AM,regional,Eurocontrol,3,EUR,2024
SI,FALSE,AZ,international,Asia,3,EUR,2024
SI,FALSE,DZ,international,Africa,3,EUR,2024
SI,FALSE,KZ,international,Asia,3,EUR,2024
SI,FALSE,MA,international,Africa,3,EUR,2024
SI,FALSE,SA,international,Middle East,3,EUR,2024
SK,FALSE,GI,regional,Eurocontrol,3,EUR,2024
SK,FALSE,IS,international,Northern America,3,EUR,2024
SK,FALSE,JO,international,Middle East,3,EUR,2024
SK,FALSE,TH,international,Asia,3,EUR,2024
SK,FALSE,XK,NA,NA,3,EUR,2024
TR,FALSE,GW,international,Africa,3,EUR,2024
TR,FALSE,HT,international,Southern America,3,EUR,2024
AL,FALSE,MV,international,Asia,2,EUR,2024
AM,FALSE,BH,international,Middle East,2,EUR,2024
AM,FALSE,CH,regional,Eurocontrol,2,EUR,2024
AM,FALSE,DK,regional,Eurocontrol,2,EUR,2024
AM,FALSE,GB,regional,Eurocontrol,2,EUR,2024
AM,FALSE,JO,international,Middle East,2,EUR,2024
AM,FALSE,KG,international,Asia,2,EUR,2024
AM,FALSE,MT,regional,Eurocontrol,2,EUR,2024
AM,FALSE,TM,international,Asia,2,EUR,2024
AT,FALSE,AN,NA,NA,2,EUR,2024
AT,FALSE,DO,international,Southern America,2,EUR,2024
AT,FALSE,GH,international,Africa,2,EUR,2024
AT,FALSE,GI,regional,Eurocontrol,2,EUR,2024
AT,FALSE,GL,international,Northern America,2,EUR,2024
AT,FALSE,KG,international,Asia,2,EUR,2024
AT,FALSE,RW,international,Africa,2,EUR,2024
AT,FALSE,SG,international,Asia,2,EUR,2024
AT,FALSE,VC,international,Southern America,2,EUR,2024
BA,FALSE,IS,international,Northern America,2,EUR,2024
BA,FALSE,JO,international,Middle East,2,EUR,2024
BA,FALSE,MA,international,Africa,2,EUR,2024
BA,FALSE,US,international,Northern America,2,EUR,2024
BE,FALSE,AG,international,Southern America,2,EUR,2024
BE,FALSE,PH,international,Asia,2,EUR,2024
BG,FALSE,BS,international,Southern America,2,EUR,2024
BG,FALSE,MU,international,Africa,2,EUR,2024
BG,FALSE,MV,international,Asia,2,EUR,2024
BG,FALSE,MX,international,Southern America,2,EUR,2024
BG,FALSE,TD,international,Africa,2,EUR,2024
BG,FALSE,TM,international,Asia,2,EUR,2024
CH,FALSE,AR,international,Southern America,2,EUR,2024
CH,FALSE,CG,international,Africa,2,EUR,2024
CH,FALSE,GT,international,Southern America,2,EUR,2024
CH,FALSE,IR,international,Middle East,2,EUR,2024
CH,FALSE,JP,international,Asia,2,EUR,2024
CH,FALSE,KE,international,Africa,2,EUR,2024
CH,FALSE,LR,international,Africa,2,EUR,2024
CH,FALSE,MN,international,Asia,2,EUR,2024
CH,FALSE,MY,international,Asia,2,EUR,2024
CH,FALSE,NA,NA,NA,2,EUR,2024
CH,FALSE,RW,international,Africa,2,EUR,2024
CH,FALSE,VC,international,Southern America,2,EUR,2024
CH,FALSE,VG,international,Southern America,2,EUR,2024
CH,TRUE,AM,regional,Eurocontrol,2,EUR,2024
CH,TRUE,BB,international,Southern America,2,EUR,2024
CH,TRUE,CI,international,Africa,2,EUR,2024
CH,TRUE,ET,international,Africa,2,EUR,2024
CH,TRUE,LY,international,Africa,2,EUR,2024
CH,TRUE,MY,international,Asia,2,EUR,2024
CH,TRUE,PH,international,Asia,2,EUR,2024
CH,TRUE,ZM,international,Africa,2,EUR,2024
CY,FALSE,CN,international,China,2,EUR,2024
CY,FALSE,MU,international,Africa,2,EUR,2024
CY,FALSE,TJ,international,Asia,2,EUR,2024
CY,FALSE,UZ,international,Asia,2,EUR,2024
CY,FALSE,ZA,international,Africa,2,EUR,2024
CZ,FALSE,BR,international,Southern America,2,EUR,2024
CZ,FALSE,ET,international,Africa,2,EUR,2024
CZ,FALSE,MU,international,Africa,2,EUR,2024
CZ,FALSE,NA,NA,NA,2,EUR,2024
CZ,FALSE,TJ,international,Asia,2,EUR,2024
DE,FALSE,AO,international,Africa,2,EUR,2024
DE,FALSE,BF,international,Africa,2,EUR,2024
DE,FALSE,CU,international,Southern America,2,EUR,2024
DE,FALSE,KY,international,Southern America,2,EUR,2024
DE,FALSE,LK,international,Asia,2,EUR,2024
DE,FALSE,MN,international,Asia,2,EUR,2024
DE,FALSE,MO,international,China,2,EUR,2024
DE,FALSE,PH,international,Asia,2,EUR,2024
DE,FALSE,PR,international,Southern America,2,EUR,2024
DE,FALSE,RU,international,Russia,2,EUR,2024
DE,FALSE,SC,international,Africa,2,EUR,2024
DE,FALSE,TC,international,Southern America,2,EUR,2024
DE,FALSE,TW,international,Asia,2,EUR,2024
DE,FALSE,UG,international,Africa,2,EUR,2024
DE,FALSE,VC,international,Southern America,2,EUR,2024
DE,FALSE,ZM,international,Africa,2,EUR,2024
DE,TRUE,AN,NA,NA,2,EUR,2024
DE,TRUE,BN,international,Asia,2,EUR,2024
DE,TRUE,GL,international,Northern America,2,EUR,2024
DE,TRUE,GQ,international,Africa,2,EUR,2024
DK,FALSE,AM,regional,Eurocontrol,2,EUR,2024
DK,FALSE,AN,NA,NA,2,EUR,2024
DK,FALSE,DZ,international,Africa,2,EUR,2024
DK,FALSE,IL,international,Middle East,2,EUR,2024
DK,FALSE,JO,international,Middle East,2,EUR,2024
DK,FALSE,MV,international,Asia,2,EUR,2024
DK,FALSE,RU,international,Russia,2,EUR,2024
EE,FALSE,CA,international,Northern America,2,EUR,2024
EE,FALSE,KW,international,Middle East,2,EUR,2024
EE,FALSE,SI,regional,Eurocontrol,2,EUR,2024
ES,FALSE,AG,international,Southern America,2,EUR,2024
ES,FALSE,AM,regional,Eurocontrol,2,EUR,2024
ES,FALSE,BM,international,Southern America,2,EUR,2024
ES,FALSE,BS,international,Southern America,2,EUR,2024
ES,FALSE,CG,international,Africa,2,EUR,2024
ES,FALSE,GA,international,Africa,2,EUR,2024
ES,FALSE,GF,international,Southern America,2,EUR,2024
ES,FALSE,GN,international,Africa,2,EUR,2024
ES,FALSE,GW,international,Africa,2,EUR,2024
ES,FALSE,JP,international,Asia,2,EUR,2024
ES,FALSE,LK,international,Asia,2,EUR,2024
ES,FALSE,SC,international,Africa,2,EUR,2024
ES,FALSE,SL,international,Africa,2,EUR,2024
ES,FALSE,XF,NA,NA,2,EUR,2024
ES,FALSE,ZM,international,Africa,2,EUR,2024
ES,TRUE,CG,international,Africa,2,EUR,2024
ES,TRUE,GL,international,Northern America,2,EUR,2024
ES,TRUE,GN,international,Africa,2,EUR,2024
ES,TRUE,IQ,international,Middle East,2,EUR,2024
ES,TRUE,KY,international,Southern America,2,EUR,2024
ES,TRUE,MR,international,Africa,2,EUR,2024
ES,TRUE,RE,international,Africa,2,EUR,2024
ES,TRUE,SL,international,Africa,2,EUR,2024
ES,TRUE,TC,international,Southern America,2,EUR,2024
ES,TRUE,XK,NA,NA,2,EUR,2024
FI,FALSE,BF,international,Africa,2,EUR,2024
FI,FALSE,MD,regional,Eurocontrol,2,EUR,2024
FI,FALSE,RU,international,Russia,2,EUR,2024
FR,FALSE,GM,international,Africa,2,EUR,2024
FR,FALSE,MY,international,Asia,2,EUR,2024
FR,FALSE,PA,international,Southern America,2,EUR,2024
FR,FALSE,PK,international,Asia,2,EUR,2024
FR,FALSE,PM,international,Northern America,2,EUR,2024
FR,FALSE,TT,international,Southern America,2,EUR,2024
FR,FALSE,UY,international,Southern America,2,EUR,2024
FR,FALSE,ZW,international,Africa,2,EUR,2024
FR,TRUE,IQ,international,Middle East,2,EUR,2024
GB,FALSE,DM,international,Southern America,2,EUR,2024
GB,FALSE,KG,international,Asia,2,EUR,2024
GB,FALSE,LC,international,Southern America,2,EUR,2024
GB,FALSE,MY,international,Asia,2,EUR,2024
GB,FALSE,NA,NA,NA,2,EUR,2024
GB,FALSE,PE,international,Southern America,2,EUR,2024
GB,FALSE,VE,international,Southern America,2,EUR,2024
GB,FALSE,VI,international,Southern America,2,EUR,2024
GB,FALSE,ZW,international,Africa,2,EUR,2024
GB,TRUE,NA,NA,NA,2,EUR,2024
GE,FALSE,HR,regional,Eurocontrol,2,EUR,2024
GE,FALSE,KE,international,Africa,2,EUR,2024
GE,FALSE,LU,regional,Eurocontrol,2,EUR,2024
GE,FALSE,SI,regional,Eurocontrol,2,EUR,2024
GE,FALSE,SS,international,Africa,2,EUR,2024
GE,FALSE,TH,international,Asia,2,EUR,2024
GE,FALSE,TN,international,Africa,2,EUR,2024
GI,FALSE,GI,regional,Eurocontrol,2,EUR,2024
GI,FALSE,IE,regional,Eurocontrol,2,EUR,2024
GI,FALSE,NA,NA,NA,2,EUR,2024
GR,FALSE,AO,international,Africa,2,EUR,2024
GR,FALSE,GA,international,Africa,2,EUR,2024
GR,FALSE,GQ,international,Africa,2,EUR,2024
GR,FALSE,GY,international,Southern America,2,EUR,2024
GR,FALSE,RE,international,Africa,2,EUR,2024
GR,FALSE,SC,international,Africa,2,EUR,2024
GR,FALSE,TW,international,Asia,2,EUR,2024
GR,FALSE,UG,international,Africa,2,EUR,2024
HR,FALSE,CD,international,Africa,2,EUR,2024
HR,FALSE,LB,international,Middle East,2,EUR,2024
HR,FALSE,NG,international,Africa,2,EUR,2024
HU,FALSE,BY,international,Asia,2,EUR,2024
HU,FALSE,CA,international,Northern America,2,EUR,2024
HU,FALSE,CV,international,Africa,2,EUR,2024
HU,FALSE,KE,international,Africa,2,EUR,2024
HU,FALSE,NE,international,Africa,2,EUR,2024
HU,FALSE,TH,international,Asia,2,EUR,2024
HU,FALSE,VN,international,Asia,2,EUR,2024
IE,FALSE,ME,regional,Eurocontrol,2,EUR,2024
IE,FALSE,OM,international,Middle East,2,EUR,2024
IE,FALSE,PA,international,Southern America,2,EUR,2024
IE,FALSE,PR,international,Southern America,2,EUR,2024
IE,FALSE,XK,NA,NA,2,EUR,2024
IE,FALSE,ZA,international,Africa,2,EUR,2024
IT,FALSE,BJ,international,Africa,2,EUR,2024
IT,FALSE,CF,international,Africa,2,EUR,2024
IT,FALSE,CR,international,Southern America,2,EUR,2024
IT,FALSE,ER,international,Africa,2,EUR,2024
IT,FALSE,GA,international,Africa,2,EUR,2024
IT,FALSE,GM,international,Africa,2,EUR,2024
IT,FALSE,GN,international,Africa,2,EUR,2024
IT,FALSE,NP,international,Asia,2,EUR,2024
IT,FALSE,PA,international,Southern America,2,EUR,2024
IT,FALSE,PR,international,Southern America,2,EUR,2024
IT,FALSE,RE,international,Africa,2,EUR,2024
IT,FALSE,SS,international,Africa,2,EUR,2024
IT,FALSE,SY,international,Middle East,2,EUR,2024
IT,FALSE,UG,international,Africa,2,EUR,2024
IT,FALSE,VE,international,Southern America,2,EUR,2024
IT,FALSE,ZW,international,Africa,2,EUR,2024
LT,FALSE,BD,international,Asia,2,EUR,2024
LT,FALSE,MK,regional,Eurocontrol,2,EUR,2024
LT,FALSE,PH,international,Asia,2,EUR,2024
LU,FALSE,BF,international,Africa,2,EUR,2024
LU,FALSE,EE,regional,Eurocontrol,2,EUR,2024
LU,FALSE,IL,international,Middle East,2,EUR,2024
MD,FALSE,DK,regional,Eurocontrol,2,EUR,2024
MD,FALSE,DZ,international,Africa,2,EUR,2024
MD,FALSE,LU,regional,Eurocontrol,2,EUR,2024
MD,FALSE,US,international,Northern America,2,EUR,2024
ME,FALSE,ET,international,Africa,2,EUR,2024
ME,FALSE,IE,regional,Eurocontrol,2,EUR,2024
ME,FALSE,JP,international,Asia,2,EUR,2024
MK,FALSE,AE,international,Middle East,2,EUR,2024
MK,FALSE,AZ,international,Asia,2,EUR,2024
MK,FALSE,GE,regional,Eurocontrol,2,EUR,2024
MK,FALSE,IL,international,Middle East,2,EUR,2024
MK,FALSE,US,international,Northern America,2,EUR,2024
MT,FALSE,AM,regional,Eurocontrol,2,EUR,2024
MT,FALSE,BI,international,Africa,2,EUR,2024
MT,FALSE,LB,international,Middle East,2,EUR,2024
MT,FALSE,MV,international,Asia,2,EUR,2024
MT,FALSE,MW,international,Africa,2,EUR,2024
MT,FALSE,SN,NA,NA,2,EUR,2024
MT,FALSE,TZ,international,Africa,2,EUR,2024
MT,FALSE,UG,international,Africa,2,EUR,2024
MT,FALSE,XK,NA,NA,2,EUR,2024
NL,FALSE,AZ,international,Asia,2,EUR,2024
NL,FALSE,GI,regional,Eurocontrol,2,EUR,2024
NL,FALSE,JP,international,Asia,2,EUR,2024
NL,FALSE,LB,international,Middle East,2,EUR,2024
NL,FALSE,MD,regional,Eurocontrol,2,EUR,2024
NL,FALSE,MY,international,Asia,2,EUR,2024
NL,FALSE,SG,international,Asia,2,EUR,2024
NL,FALSE,ZA,international,Africa,2,EUR,2024
NO,FALSE,BS,international,Southern America,2,EUR,2024
NO,FALSE,DZ,international,Africa,2,EUR,2024
NO,FALSE,GE,regional,Eurocontrol,2,EUR,2024
NO,FALSE,JO,international,Middle East,2,EUR,2024
NO,FALSE,KW,international,Middle East,2,EUR,2024
NO,FALSE,KZ,international,Asia,2,EUR,2024
NO,FALSE,OM,international,Middle East,2,EUR,2024
NO,FALSE,RU,international,Russia,2,EUR,2024
PL,FALSE,AN,NA,NA,2,EUR,2024
PL,FALSE,DZ,international,Africa,2,EUR,2024
PL,FALSE,GH,international,Africa,2,EUR,2024
PL,FALSE,KE,international,Africa,2,EUR,2024
PL,FALSE,SC,international,Africa,2,EUR,2024
PL,FALSE,SD,international,Africa,2,EUR,2024
PT,FALSE,BA,regional,Eurocontrol,2,EUR,2024
PT,FALSE,BF,international,Africa,2,EUR,2024
PT,FALSE,BH,international,Middle East,2,EUR,2024
PT,FALSE,GD,international,Southern America,2,EUR,2024
PT,FALSE,GM,international,Africa,2,EUR,2024
PT,FALSE,KY,international,Southern America,2,EUR,2024
PT,FALSE,MR,international,Africa,2,EUR,2024
PT,FALSE,TH,international,Asia,2,EUR,2024
PT,FALSE,TT,international,Southern America,2,EUR,2024
PT,FALSE,TZ,international,Africa,2,EUR,2024
PT,TRUE,BH,international,Middle East,2,EUR,2024
PT,TRUE,CF,international,Africa,2,EUR,2024
PT,TRUE,CL,international,Southern America,2,EUR,2024
PT,TRUE,JO,international,Middle East,2,EUR,2024
PT,TRUE,NG,international,Africa,2,EUR,2024
RO,FALSE,CF,international,Africa,2,EUR,2024
RO,FALSE,DO,international,Southern America,2,EUR,2024
RO,FALSE,HK,international,China,2,EUR,2024
RO,FALSE,IN,international,Asia,2,EUR,2024
RO,FALSE,SY,international,Middle East,2,EUR,2024
RS,FALSE,CD,international,Africa,2,EUR,2024
RS,FALSE,CV,international,Africa,2,EUR,2024
RS,FALSE,EE,regional,Eurocontrol,2,EUR,2024
RS,FALSE,IN,international,Asia,2,EUR,2024
RS,FALSE,IQ,international,Middle East,2,EUR,2024
RS,FALSE,IR,international,Middle East,2,EUR,2024
RS,FALSE,IS,international,Northern America,2,EUR,2024
RS,FALSE,JO,international,Middle East,2,EUR,2024
RS,FALSE,JP,international,Asia,2,EUR,2024
RS,FALSE,KG,international,Asia,2,EUR,2024
RS,FALSE,MA,international,Africa,2,EUR,2024
SE,FALSE,AN,NA,NA,2,EUR,2024
SE,FALSE,BR,international,Southern America,2,EUR,2024
SE,FALSE,VC,international,Southern America,2,EUR,2024
SI,FALSE,GE,regional,Eurocontrol,2,EUR,2024
SI,FALSE,LY,international,Africa,2,EUR,2024
SI,FALSE,QA,international,Middle East,2,EUR,2024
SK,FALSE,CU,international,Southern America,2,EUR,2024
SK,FALSE,IN,international,Asia,2,EUR,2024
SK,FALSE,RU,international,Russia,2,EUR,2024
TR,FALSE,BB,international,Southern America,2,EUR,2024
TR,FALSE,BI,international,Africa,2,EUR,2024
TR,FALSE,BS,international,Southern America,2,EUR,2024
TR,FALSE,CV,international,Africa,2,EUR,2024
TR,FALSE,MW,international,Africa,2,EUR,2024
TR,FALSE,SY,international,Middle East,2,EUR,2024
AL,FALSE,AM,regional,Eurocontrol,1,EUR,2024
AL,FALSE,CN,international,China,1,EUR,2024
AL,FALSE,DZ,international,Africa,1,EUR,2024
AL,FALSE,IE,regional,Eurocontrol,1,EUR,2024
AL,FALSE,IQ,international,Middle East,1,EUR,2024
AL,FALSE,JO,international,Middle East,1,EUR,2024
AL,FALSE,KE,international,Africa,1,EUR,2024
AL,FALSE,KZ,international,Asia,1,EUR,2024
AL,FALSE,MA,international,Africa,1,EUR,2024
AL,FALSE,SN,NA,NA,1,EUR,2024
AL,FALSE,TM,international,Asia,1,EUR,2024
AL,FALSE,TN,international,Africa,1,EUR,2024
AL,FALSE,UZ,international,Asia,1,EUR,2024
AM,FALSE,AL,regional,Eurocontrol,1,EUR,2024
AM,FALSE,KE,international,Africa,1,EUR,2024
AM,FALSE,NO,regional,Eurocontrol,1,EUR,2024
AM,FALSE,OM,international,Middle East,1,EUR,2024
AM,FALSE,XK,NA,NA,1,EUR,2024
AT,FALSE,BY,international,Asia,1,EUR,2024
AT,FALSE,DJ,international,Africa,1,EUR,2024
AT,FALSE,HK,international,China,1,EUR,2024
AT,FALSE,KN,international,Southern America,1,EUR,2024
AT,FALSE,KY,international,Southern America,1,EUR,2024
AT,FALSE,LY,international,Africa,1,EUR,2024
AT,FALSE,MG,international,Africa,1,EUR,2024
AT,FALSE,NA,NA,NA,1,EUR,2024
AT,FALSE,NP,international,Asia,1,EUR,2024
AT,FALSE,TC,international,Southern America,1,EUR,2024
AT,FALSE,TJ,international,Asia,1,EUR,2024
AT,FALSE,VN,international,Asia,1,EUR,2024
BA,FALSE,AZ,international,Asia,1,EUR,2024
BA,FALSE,CV,international,Africa,1,EUR,2024
BA,FALSE,EE,regional,Eurocontrol,1,EUR,2024
BA,FALSE,GL,international,Northern America,1,EUR,2024
BA,FALSE,IE,regional,Eurocontrol,1,EUR,2024
BA,FALSE,IQ,international,Middle East,1,EUR,2024
BA,FALSE,KG,international,Asia,1,EUR,2024
BA,FALSE,KZ,international,Asia,1,EUR,2024
BA,FALSE,LT,regional,Eurocontrol,1,EUR,2024
BA,FALSE,LY,international,Africa,1,EUR,2024
BA,FALSE,MD,regional,Eurocontrol,1,EUR,2024
BA,FALSE,TH,international,Asia,1,EUR,2024
BE,FALSE,AI,international,Southern America,1,EUR,2024
BE,FALSE,AW,international,Southern America,1,EUR,2024
BE,FALSE,BM,international,Southern America,1,EUR,2024
BE,FALSE,BW,international,Africa,1,EUR,2024
BE,FALSE,CL,international,Southern America,1,EUR,2024
BE,FALSE,HT,international,Southern America,1,EUR,2024
BE,FALSE,ID,international,Asia,1,EUR,2024
BE,FALSE,KH,international,Asia,1,EUR,2024
BE,FALSE,MV,international,Asia,1,EUR,2024
BE,FALSE,PR,international,Southern America,1,EUR,2024
BE,FALSE,SC,international,Africa,1,EUR,2024
BE,FALSE,SD,international,Africa,1,EUR,2024
BE,FALSE,VC,international,Southern America,1,EUR,2024
BE,FALSE,YT,international,Africa,1,EUR,2024
BG,FALSE,DO,international,Southern America,1,EUR,2024
BG,FALSE,GH,international,Africa,1,EUR,2024
BG,FALSE,IR,international,Middle East,1,EUR,2024
BG,FALSE,NE,international,Africa,1,EUR,2024
BG,FALSE,NG,international,Africa,1,EUR,2024
BG,FALSE,PH,international,Asia,1,EUR,2024
BG,FALSE,SD,international,Africa,1,EUR,2024
BG,FALSE,VC,international,Southern America,1,EUR,2024
BG,FALSE,ZA,international,Africa,1,EUR,2024
CH,FALSE,AM,regional,Eurocontrol,1,EUR,2024
CH,FALSE,AO,international,Africa,1,EUR,2024
CH,FALSE,BD,international,Asia,1,EUR,2024
CH,FALSE,BJ,international,Africa,1,EUR,2024
CH,FALSE,BN,international,Asia,1,EUR,2024
CH,FALSE,BW,international,Africa,1,EUR,2024
CH,FALSE,CD,international,Africa,1,EUR,2024
CH,FALSE,CF,international,Africa,1,EUR,2024
CH,FALSE,CO,international,Southern America,1,EUR,2024
CH,FALSE,CU,international,Southern America,1,EUR,2024
CH,FALSE,DO,international,Southern America,1,EUR,2024
CH,FALSE,GD,international,Southern America,1,EUR,2024
CH,FALSE,GM,international,Africa,1,EUR,2024
CH,FALSE,ID,international,Asia,1,EUR,2024
CH,FALSE,KM,international,Africa,1,EUR,2024
CH,FALSE,MG,international,Africa,1,EUR,2024
CH,FALSE,ML,international,Africa,1,EUR,2024
CH,FALSE,MO,international,China,1,EUR,2024
CH,FALSE,PA,international,Southern America,1,EUR,2024
CH,FALSE,PH,international,Asia,1,EUR,2024
CH,FALSE,PR,international,Southern America,1,EUR,2024
CH,FALSE,SC,international,Africa,1,EUR,2024
CH,FALSE,TG,international,Africa,1,EUR,2024
CH,FALSE,TJ,international,Asia,1,EUR,2024
CH,FALSE,UY,international,Southern America,1,EUR,2024
CH,FALSE,XF,NA,NA,1,EUR,2024
CH,FALSE,ZM,international,Africa,1,EUR,2024
CH,TRUE,AO,international,Africa,1,EUR,2024
CH,TRUE,AW,international,Southern America,1,EUR,2024
CH,TRUE,BF,international,Africa,1,EUR,2024
CH,TRUE,CD,international,Africa,1,EUR,2024
CH,TRUE,CF,international,Africa,1,EUR,2024
CH,TRUE,CG,international,Africa,1,EUR,2024
CH,TRUE,IR,international,Middle East,1,EUR,2024
CH,TRUE,KE,international,Africa,1,EUR,2024
CH,TRUE,MR,international,Africa,1,EUR,2024
CH,TRUE,NA,NA,NA,1,EUR,2024
CH,TRUE,PR,international,Southern America,1,EUR,2024
CH,TRUE,SL,international,Africa,1,EUR,2024
CH,TRUE,TJ,international,Asia,1,EUR,2024
CH,TRUE,TM,international,Asia,1,EUR,2024
CH,TRUE,UG,international,Africa,1,EUR,2024
CH,TRUE,VC,international,Southern America,1,EUR,2024
CH,TRUE,VG,international,Southern America,1,EUR,2024
CH,TRUE,VI,international,Southern America,1,EUR,2024
CY,FALSE,BD,international,Asia,1,EUR,2024
CY,FALSE,CI,international,Africa,1,EUR,2024
CY,FALSE,CV,international,Africa,1,EUR,2024
CY,FALSE,GH,international,Africa,1,EUR,2024
CY,FALSE,ID,international,Asia,1,EUR,2024
CY,FALSE,KG,international,Asia,1,EUR,2024
CY,FALSE,KR,international,Asia,1,EUR,2024
CY,FALSE,LK,international,Asia,1,EUR,2024
CY,FALSE,MO,international,China,1,EUR,2024
CY,FALSE,MY,international,Asia,1,EUR,2024
CY,FALSE,PH,international,Asia,1,EUR,2024
CY,FALSE,RW,international,Africa,1,EUR,2024
CY,FALSE,SD,international,Africa,1,EUR,2024
CY,FALSE,SN,NA,NA,1,EUR,2024
CY,FALSE,SY,international,Middle East,1,EUR,2024
CY,FALSE,TH,international,Asia,1,EUR,2024
CY,FALSE,TN,international,Africa,1,EUR,2024
CY,FALSE,TZ,international,Africa,1,EUR,2024
CY,FALSE,ZW,international,Africa,1,EUR,2024
CZ,FALSE,AG,international,Southern America,1,EUR,2024
CZ,FALSE,AR,international,Southern America,1,EUR,2024
CZ,FALSE,BS,international,Southern America,1,EUR,2024
CZ,FALSE,CO,international,Southern America,1,EUR,2024
CZ,FALSE,CR,international,Southern America,1,EUR,2024
CZ,FALSE,GL,international,Northern America,1,EUR,2024
CZ,FALSE,GT,international,Southern America,1,EUR,2024
CZ,FALSE,JP,international,Asia,1,EUR,2024
CZ,FALSE,KH,international,Asia,1,EUR,2024
CZ,FALSE,KN,international,Southern America,1,EUR,2024
CZ,FALSE,NP,international,Asia,1,EUR,2024
CZ,FALSE,PH,international,Asia,1,EUR,2024
CZ,FALSE,PK,international,Asia,1,EUR,2024
CZ,FALSE,PR,international,Southern America,1,EUR,2024
CZ,FALSE,SG,international,Asia,1,EUR,2024
CZ,FALSE,TC,international,Southern America,1,EUR,2024
CZ,FALSE,VI,international,Southern America,1,EUR,2024
CZ,FALSE,ZA,international,Africa,1,EUR,2024
CZ,FALSE,ZW,international,Africa,1,EUR,2024
DE,FALSE,AF,international,Asia,1,EUR,2024
DE,FALSE,AG,international,Southern America,1,EUR,2024
DE,FALSE,AI,international,Southern America,1,EUR,2024
DE,FALSE,AR,international,Southern America,1,EUR,2024
DE,FALSE,BJ,international,Africa,1,EUR,2024
DE,FALSE,BM,international,Southern America,1,EUR,2024
DE,FALSE,BW,international,Africa,1,EUR,2024
DE,FALSE,ET,international,Africa,1,EUR,2024
DE,FALSE,GN,international,Africa,1,EUR,2024
DE,FALSE,HN,international,Southern America,1,EUR,2024
DE,FALSE,ID,international,Asia,1,EUR,2024
DE,FALSE,ML,international,Africa,1,EUR,2024
DE,FALSE,MR,international,Africa,1,EUR,2024
DE,FALSE,MU,international,Africa,1,EUR,2024
DE,FALSE,NA,NA,NA,1,EUR,2024
DE,FALSE,PM,international,Northern America,1,EUR,2024
DE,FALSE,TG,international,Africa,1,EUR,2024
DE,FALSE,VE,international,Southern America,1,EUR,2024
