DEP_CNTRY,IS_STUDY,DES_CNTRY,TFC_TYPE,DES_PRU,DEPS,REGION,YEAR
SE,FALSE,JO,international,Middle East,103,EUR,2024
TR,FALSE,GM,international,Africa,103,EUR,2024
CY,FALSE,SA,international,Middle East,102,EUR,2024
EE,FALSE,IE,regional,Eurocontrol,102,EUR,2024
GE,FALSE,JO,international,Middle East,102,EUR,2024
IE,FALSE,EE,regional,Eurocontrol,102,EUR,2024
NL,TRUE,ID,international,Asia,102,EUR,2024
RO,FALSE,LB,international,Middle East,102,EUR,2024
CH,FALSE,MK,regional,Eurocontrol,101,EUR,2024
DK,FALSE,GE,regional,Eurocontrol,101,EUR,2024
LT,FALSE,ME,regional,Eurocontrol,101,EUR,2024
ME,FALSE,BE,regional,Eurocontrol,101,EUR,2024
FR,FALSE,IN,international,Asia,100,EUR,2024
FR,FALSE,NG,international,Africa,100,EUR,2024
GB,TRUE,TC,international,Southern America,100,EUR,2024
LU,FALSE,SG,international,Asia,100,EUR,2024
MD,FALSE,NL,regional,Eurocontrol,100,EUR,2024
NO,FALSE,CN,international,China,100,EUR,2024
NO,FALSE,XK,NA,NA,100,EUR,2024
CH,FALSE,SK,regional,Eurocontrol,99,EUR,2024
CZ,FALSE,TW,international,Asia,99,EUR,2024
GE,FALSE,DK,regional,Eurocontrol,99,EUR,2024
GR,FALSE,IS,international,Northern America,99,EUR,2024
HR,FALSE,EE,regional,Eurocontrol,99,EUR,2024
IT,FALSE,IR,international,Middle East,99,EUR,2024
SI,FALSE,LU,regional,Eurocontrol,99,EUR,2024
CH,FALSE,ME,regional,Eurocontrol,98,EUR,2024
GR,FALSE,BA,regional,Eurocontrol,98,EUR,2024
NL,TRUE,MD,regional,Eurocontrol,98,EUR,2024
EE,FALSE,HR,regional,Eurocontrol,97,EUR,2024
ES,FALSE,GI,regional,Eurocontrol,97,EUR,2024
LU,FALSE,QA,international,Middle East,97,EUR,2024
GB,TRUE,CR,international,Southern America,96,EUR,2024
IT,FALSE,KE,international,Africa,96,EUR,2024
NL,TRUE,SN,NA,NA,96,EUR,2024
AM,FALSE,LB,international,Middle East,95,EUR,2024
LT,FALSE,NA,NA,NA,95,EUR,2024
BA,FALSE,GR,regional,Eurocontrol,94,EUR,2024
MD,FALSE,LV,regional,Eurocontrol,94,EUR,2024
SK,FALSE,RO,regional,Eurocontrol,93,EUR,2024
LU,FALSE,MY,international,Asia,92,EUR,2024
NL,FALSE,EG,international,Middle East,92,EUR,2024
TR,FALSE,CI,international,Africa,92,EUR,2024
BE,FALSE,BI,international,Africa,91,EUR,2024
EE,FALSE,NA,NA,NA,91,EUR,2024
FR,TRUE,CF,international,Africa,91,EUR,2024
LV,FALSE,MD,regional,Eurocontrol,91,EUR,2024
RO,FALSE,SK,regional,Eurocontrol,91,EUR,2024
SI,FALSE,HU,regional,Eurocontrol,91,EUR,2024
BE,FALSE,AO,international,Africa,90,EUR,2024
GE,FALSE,IQ,international,Middle East,90,EUR,2024
LV,FALSE,ME,regional,Eurocontrol,90,EUR,2024
ME,FALSE,LV,regional,Eurocontrol,90,EUR,2024
RO,FALSE,JO,international,Middle East,90,EUR,2024
HR,FALSE,LV,regional,Eurocontrol,89,EUR,2024
NL,TRUE,CR,international,Southern America,89,EUR,2024
BA,FALSE,QA,international,Middle East,88,EUR,2024
GR,FALSE,TN,international,Africa,88,EUR,2024
LT,FALSE,IL,international,Middle East,88,EUR,2024
MD,FALSE,PT,regional,Eurocontrol,87,EUR,2024
HU,FALSE,SI,regional,Eurocontrol,86,EUR,2024
LV,FALSE,HR,regional,Eurocontrol,86,EUR,2024
PT,TRUE,DZ,international,Africa,85,EUR,2024
RS,FALSE,NA,NA,NA,85,EUR,2024
GB,TRUE,TM,international,Asia,84,EUR,2024
PT,TRUE,MD,regional,Eurocontrol,84,EUR,2024
FR,FALSE,TD,international,Africa,83,EUR,2024
ME,FALSE,KZ,international,Asia,83,EUR,2024
BE,FALSE,GM,international,Africa,82,EUR,2024
DE,TRUE,BB,international,Southern America,82,EUR,2024
FR,TRUE,ME,regional,Eurocontrol,82,EUR,2024
LU,FALSE,IN,international,Asia,82,EUR,2024
NO,FALSE,EG,international,Middle East,82,EUR,2024
PT,FALSE,AO,international,Africa,82,EUR,2024
AT,FALSE,MU,international,Africa,81,EUR,2024
CH,TRUE,MV,international,Asia,81,EUR,2024
DK,FALSE,ME,regional,Eurocontrol,81,EUR,2024
HU,FALSE,HK,international,China,81,EUR,2024
MD,FALSE,CZ,regional,Eurocontrol,81,EUR,2024
NL,TRUE,MK,regional,Eurocontrol,81,EUR,2024
CH,TRUE,JO,international,Middle East,79,EUR,2024
CZ,FALSE,CN,international,China,79,EUR,2024
PT,FALSE,BM,international,Southern America,79,EUR,2024
SI,FALSE,XK,NA,NA,79,EUR,2024
GE,FALSE,GB,regional,Eurocontrol,78,EUR,2024
ME,FALSE,DK,regional,Eurocontrol,78,EUR,2024
NL,FALSE,FI,regional,Eurocontrol,78,EUR,2024
NL,FALSE,US,international,Northern America,78,EUR,2024
PL,FALSE,LB,international,Middle East,77,EUR,2024
TR,FALSE,SC,international,Africa,77,EUR,2024
CH,TRUE,CV,international,Africa,76,EUR,2024
FR,FALSE,LY,international,Africa,76,EUR,2024
IT,FALSE,MG,international,Africa,76,EUR,2024
LT,FALSE,TN,international,Africa,76,EUR,2024
LV,FALSE,AM,regional,Eurocontrol,76,EUR,2024
AM,FALSE,LV,regional,Eurocontrol,75,EUR,2024
BE,FALSE,XK,NA,NA,75,EUR,2024
BG,FALSE,AZ,international,Asia,75,EUR,2024
CZ,FALSE,MD,regional,Eurocontrol,75,EUR,2024
FR,FALSE,BS,international,Southern America,75,EUR,2024
FR,TRUE,UZ,international,Asia,75,EUR,2024
GB,FALSE,SI,regional,Eurocontrol,75,EUR,2024
LV,FALSE,SI,regional,Eurocontrol,75,EUR,2024
PT,FALSE,LT,regional,Eurocontrol,75,EUR,2024
NL,TRUE,IQ,international,Middle East,74,EUR,2024
LU,FALSE,JO,international,Middle East,73,EUR,2024
PT,TRUE,LT,regional,Eurocontrol,73,EUR,2024
SI,FALSE,LV,regional,Eurocontrol,73,EUR,2024
ME,FALSE,AZ,international,Asia,72,EUR,2024
SK,FALSE,AE,international,Middle East,72,EUR,2024
CZ,FALSE,LT,regional,Eurocontrol,71,EUR,2024
GB,FALSE,BR,international,Southern America,71,EUR,2024
LU,FALSE,BG,regional,Eurocontrol,71,EUR,2024
NL,FALSE,MT,regional,Eurocontrol,71,EUR,2024
BG,FALSE,LU,regional,Eurocontrol,70,EUR,2024
CH,FALSE,JO,international,Middle East,70,EUR,2024
FR,TRUE,AU,international,Asia,70,EUR,2024
DE,TRUE,TJ,international,Asia,69,EUR,2024
BA,FALSE,EG,international,Middle East,68,EUR,2024
FR,TRUE,CV,international,Africa,68,EUR,2024
ME,FALSE,AE,international,Middle East,68,EUR,2024
PT,FALSE,LV,regional,Eurocontrol,68,EUR,2024
TR,FALSE,NE,international,Africa,68,EUR,2024
BG,FALSE,IQ,international,Middle East,67,EUR,2024
DE,TRUE,SK,regional,Eurocontrol,67,EUR,2024
ES,FALSE,CY,regional,Eurocontrol,67,EUR,2024
HR,FALSE,CA,international,Northern America,67,EUR,2024
IT,FALSE,NE,international,Africa,67,EUR,2024
NL,TRUE,DO,international,Southern America,67,EUR,2024
PT,TRUE,CU,international,Southern America,67,EUR,2024
AM,FALSE,ES,regional,Eurocontrol,66,EUR,2024
AM,FALSE,ME,regional,Eurocontrol,66,EUR,2024
DK,FALSE,SI,regional,Eurocontrol,66,EUR,2024
HR,FALSE,KR,international,Asia,66,EUR,2024
ME,FALSE,AM,regional,Eurocontrol,66,EUR,2024
NL,TRUE,LB,international,Middle East,66,EUR,2024
CH,TRUE,MU,international,Africa,65,EUR,2024
FR,FALSE,AZ,international,Asia,65,EUR,2024
FR,FALSE,DJ,international,Africa,65,EUR,2024
GE,FALSE,HK,international,China,65,EUR,2024
SI,FALSE,DK,regional,Eurocontrol,65,EUR,2024
DE,FALSE,UZ,international,Asia,64,EUR,2024
FR,TRUE,IR,international,Middle East,64,EUR,2024
LV,FALSE,AL,regional,Eurocontrol,64,EUR,2024
NL,FALSE,CY,regional,Eurocontrol,64,EUR,2024
PT,TRUE,NA,NA,NA,64,EUR,2024
AL,FALSE,LV,regional,Eurocontrol,63,EUR,2024
PT,TRUE,GM,international,Africa,63,EUR,2024
AM,FALSE,IQ,international,Middle East,62,EUR,2024
AT,FALSE,KW,international,Middle East,62,EUR,2024
CH,FALSE,AZ,international,Asia,62,EUR,2024
CH,FALSE,MU,international,Africa,62,EUR,2024
CH,TRUE,TZ,international,Africa,62,EUR,2024
ES,TRUE,SG,international,Asia,62,EUR,2024
GR,FALSE,KZ,international,Asia,62,EUR,2024
HR,FALSE,AL,regional,Eurocontrol,62,EUR,2024
AM,FALSE,HU,regional,Eurocontrol,61,EUR,2024
AM,FALSE,NA,NA,NA,61,EUR,2024
BE,FALSE,BJ,international,Africa,61,EUR,2024
EE,FALSE,ME,regional,Eurocontrol,61,EUR,2024
ES,FALSE,KW,international,Middle East,61,EUR,2024
ES,TRUE,AM,regional,Eurocontrol,61,EUR,2024
ES,TRUE,SV,international,Southern America,61,EUR,2024
HR,FALSE,IL,international,Middle East,61,EUR,2024
SK,FALSE,OM,international,Middle East,61,EUR,2024
AL,FALSE,HR,regional,Eurocontrol,60,EUR,2024
CY,FALSE,KW,international,Middle East,60,EUR,2024
ES,TRUE,SI,regional,Eurocontrol,60,EUR,2024
HU,FALSE,AM,regional,Eurocontrol,60,EUR,2024
ME,FALSE,EE,regional,Eurocontrol,60,EUR,2024
PL,FALSE,VN,international,Asia,60,EUR,2024
SK,FALSE,ME,regional,Eurocontrol,60,EUR,2024
DE,FALSE,LY,international,Africa,59,EUR,2024
FR,TRUE,LK,international,Asia,59,EUR,2024
GB,FALSE,BS,international,Southern America,59,EUR,2024
PT,FALSE,RO,regional,Eurocontrol,59,EUR,2024
AL,FALSE,SK,regional,Eurocontrol,58,EUR,2024
ES,FALSE,KZ,international,Asia,58,EUR,2024
HU,FALSE,OM,international,Middle East,58,EUR,2024
LT,FALSE,RO,regional,Eurocontrol,58,EUR,2024
LU,FALSE,TH,international,Asia,58,EUR,2024
ME,FALSE,SK,regional,Eurocontrol,58,EUR,2024
AT,FALSE,DZ,international,Africa,57,EUR,2024
PT,TRUE,EG,international,Middle East,57,EUR,2024
SI,FALSE,SK,regional,Eurocontrol,57,EUR,2024
SK,FALSE,AL,regional,Eurocontrol,57,EUR,2024
CZ,FALSE,MA,international,Africa,56,EUR,2024
DE,FALSE,KZ,international,Asia,56,EUR,2024
GB,FALSE,ZA,international,Africa,56,EUR,2024
MK,FALSE,EG,international,Middle East,56,EUR,2024
NO,FALSE,MA,international,Africa,56,EUR,2024
PL,FALSE,JO,international,Middle East,56,EUR,2024
BG,FALSE,EE,regional,Eurocontrol,55,EUR,2024
GB,FALSE,TH,international,Asia,55,EUR,2024
GR,FALSE,DJ,international,Africa,55,EUR,2024
LT,FALSE,AE,international,Middle East,55,EUR,2024
BE,FALSE,LY,international,Africa,54,EUR,2024
CH,TRUE,CO,international,Southern America,54,EUR,2024
ES,TRUE,SK,regional,Eurocontrol,54,EUR,2024
GB,FALSE,OM,international,Middle East,54,EUR,2024
HR,FALSE,PT,regional,Eurocontrol,54,EUR,2024
HU,FALSE,US,international,Northern America,54,EUR,2024
LT,FALSE,HU,regional,Eurocontrol,54,EUR,2024
LV,FALSE,MA,international,Africa,54,EUR,2024
RS,FALSE,LV,regional,Eurocontrol,54,EUR,2024
AM,FALSE,IL,international,Middle East,53,EUR,2024
FR,TRUE,DJ,international,Africa,53,EUR,2024
IT,FALSE,CU,international,Southern America,53,EUR,2024
ME,FALSE,FI,regional,Eurocontrol,53,EUR,2024
RO,FALSE,FI,regional,Eurocontrol,53,EUR,2024
SI,FALSE,IL,international,Middle East,53,EUR,2024
SK,FALSE,RS,regional,Eurocontrol,53,EUR,2024
BE,FALSE,NE,international,Africa,52,EUR,2024
BG,FALSE,XK,NA,NA,52,EUR,2024
CZ,FALSE,DO,international,Southern America,52,EUR,2024
DE,FALSE,DO,international,Southern America,52,EUR,2024
FI,FALSE,RO,regional,Eurocontrol,52,EUR,2024
FR,FALSE,KW,international,Middle East,52,EUR,2024
LU,FALSE,BH,international,Middle East,52,EUR,2024
ME,FALSE,MD,regional,Eurocontrol,52,EUR,2024
MT,FALSE,AE,international,Middle East,52,EUR,2024
MT,FALSE,MA,international,Africa,52,EUR,2024
NO,FALSE,AZ,international,Asia,52,EUR,2024
PL,FALSE,MX,international,Southern America,52,EUR,2024
TR,FALSE,AO,international,Africa,52,EUR,2024
ES,FALSE,SI,regional,Eurocontrol,51,EUR,2024
FI,FALSE,EG,international,Middle East,51,EUR,2024
FI,FALSE,ME,regional,Eurocontrol,51,EUR,2024
LU,FALSE,KR,international,Asia,51,EUR,2024
LU,FALSE,SN,NA,NA,51,EUR,2024
LV,FALSE,RS,regional,Eurocontrol,51,EUR,2024
NL,FALSE,CV,international,Africa,51,EUR,2024
PT,FALSE,IL,international,Middle East,51,EUR,2024
ES,FALSE,VE,international,Southern America,50,EUR,2024
FR,FALSE,CG,international,Africa,50,EUR,2024
GB,FALSE,GM,international,Africa,50,EUR,2024
IE,FALSE,SA,international,Middle East,50,EUR,2024
NL,TRUE,JM,international,Southern America,50,EUR,2024
SK,FALSE,SI,regional,Eurocontrol,50,EUR,2024
DK,FALSE,CV,international,Africa,49,EUR,2024
FR,FALSE,BH,international,Middle East,49,EUR,2024
LU,FALSE,OM,international,Middle East,49,EUR,2024
MD,FALSE,CH,regional,Eurocontrol,49,EUR,2024
MD,FALSE,ME,regional,Eurocontrol,49,EUR,2024
MD,FALSE,RS,regional,Eurocontrol,49,EUR,2024
RO,FALSE,SA,international,Middle East,49,EUR,2024
SK,FALSE,BH,international,Middle East,49,EUR,2024
AL,FALSE,XK,NA,NA,48,EUR,2024
CZ,FALSE,SA,international,Middle East,48,EUR,2024
EE,FALSE,BG,regional,Eurocontrol,48,EUR,2024
ES,TRUE,CY,regional,Eurocontrol,48,EUR,2024
LU,FALSE,GE,regional,Eurocontrol,48,EUR,2024
LU,FALSE,LU,regional,Eurocontrol,48,EUR,2024
LU,FALSE,ME,regional,Eurocontrol,48,EUR,2024
NL,TRUE,TN,international,Africa,48,EUR,2024
RO,FALSE,LT,regional,Eurocontrol,48,EUR,2024
BE,FALSE,ZM,international,Africa,47,EUR,2024
HU,FALSE,LT,regional,Eurocontrol,47,EUR,2024
LV,FALSE,NA,NA,NA,47,EUR,2024
NL,TRUE,NA,NA,NA,47,EUR,2024
ES,TRUE,UZ,international,Asia,46,EUR,2024
GE,FALSE,EG,international,Middle East,46,EUR,2024
IE,FALSE,KW,international,Middle East,46,EUR,2024
ME,FALSE,LU,regional,Eurocontrol,46,EUR,2024
RS,FALSE,SK,regional,Eurocontrol,46,EUR,2024
DK,FALSE,AL,regional,Eurocontrol,45,EUR,2024
MT,FALSE,EG,international,Middle East,45,EUR,2024
RO,FALSE,AZ,international,Asia,45,EUR,2024
GB,FALSE,AG,international,Southern America,44,EUR,2024
IT,FALSE,XF,NA,NA,44,EUR,2024
LT,FALSE,IS,international,Northern America,44,EUR,2024
MT,FALSE,SA,international,Middle East,44,EUR,2024
SE,FALSE,ME,regional,Eurocontrol,44,EUR,2024
CH,TRUE,LB,international,Middle East,43,EUR,2024
DE,FALSE,NE,international,Africa,43,EUR,2024
HR,FALSE,IS,international,Northern America,43,EUR,2024
HU,FALSE,BA,regional,Eurocontrol,43,EUR,2024
ME,FALSE,CY,regional,Eurocontrol,43,EUR,2024
ME,FALSE,ES,regional,Eurocontrol,43,EUR,2024
ME,FALSE,SE,regional,Eurocontrol,43,EUR,2024
MK,FALSE,LV,regional,Eurocontrol,43,EUR,2024
MT,FALSE,NA,NA,NA,43,EUR,2024
PL,FALSE,KW,international,Middle East,43,EUR,2024
PT,TRUE,KR,international,Asia,43,EUR,2024
AL,FALSE,DK,regional,Eurocontrol,42,EUR,2024
CY,FALSE,AZ,international,Asia,42,EUR,2024
CZ,FALSE,KW,international,Middle East,42,EUR,2024
ES,FALSE,BH,international,Middle East,42,EUR,2024
FR,FALSE,GA,international,Africa,42,EUR,2024
FR,FALSE,UZ,international,Asia,42,EUR,2024
FR,TRUE,AL,regional,Eurocontrol,42,EUR,2024
IT,FALSE,AU,international,Asia,42,EUR,2024
PT,FALSE,DO,international,Southern America,42,EUR,2024
BA,FALSE,HU,regional,Eurocontrol,41,EUR,2024
CH,FALSE,LV,regional,Eurocontrol,41,EUR,2024
GE,FALSE,RO,regional,Eurocontrol,41,EUR,2024
GR,FALSE,IN,international,Asia,41,EUR,2024
LV,FALSE,AZ,international,Asia,41,EUR,2024
LV,FALSE,IL,international,Middle East,41,EUR,2024
LV,FALSE,MK,regional,Eurocontrol,41,EUR,2024
RO,FALSE,GE,regional,Eurocontrol,41,EUR,2024
SE,FALSE,SK,regional,Eurocontrol,41,EUR,2024
BE,FALSE,TH,international,Asia,40,EUR,2024
GB,FALSE,IQ,international,Middle East,40,EUR,2024
PL,FALSE,VE,international,Southern America,40,EUR,2024
SE,FALSE,KR,international,Asia,40,EUR,2024
AL,FALSE,SA,international,Middle East,39,EUR,2024
BA,FALSE,TN,international,Africa,39,EUR,2024
ES,FALSE,KR,international,Asia,39,EUR,2024
RS,FALSE,MD,regional,Eurocontrol,39,EUR,2024
BG,FALSE,ME,regional,Eurocontrol,38,EUR,2024
CH,FALSE,BR,international,Southern America,38,EUR,2024
CH,FALSE,EE,regional,Eurocontrol,38,EUR,2024
DE,FALSE,DJ,international,Africa,38,EUR,2024
DE,FALSE,SN,NA,NA,38,EUR,2024
GB,FALSE,BM,international,Southern America,38,EUR,2024
GI,FALSE,FR,regional,Eurocontrol,38,EUR,2024
IT,FALSE,NG,international,Africa,38,EUR,2024
LU,FALSE,XK,NA,NA,38,EUR,2024
NL,FALSE,AE,international,Middle East,38,EUR,2024
NL,FALSE,HK,international,China,38,EUR,2024
PT,FALSE,HR,regional,Eurocontrol,38,EUR,2024
BA,FALSE,ME,regional,Eurocontrol,37,EUR,2024
BA,FALSE,RO,regional,Eurocontrol,37,EUR,2024
CH,TRUE,SC,international,Africa,37,EUR,2024
CY,FALSE,ME,regional,Eurocontrol,37,EUR,2024
DK,FALSE,BH,international,Middle East,37,EUR,2024
GR,FALSE,LY,international,Africa,37,EUR,2024
LU,FALSE,RS,regional,Eurocontrol,37,EUR,2024
ME,FALSE,EG,international,Middle East,37,EUR,2024
MT,FALSE,IL,international,Middle East,37,EUR,2024
NO,FALSE,CV,international,Africa,37,EUR,2024
NO,FALSE,GL,international,Northern America,37,EUR,2024
SE,FALSE,LB,international,Middle East,37,EUR,2024
BG,FALSE,CN,international,China,36,EUR,2024
DE,TRUE,SC,international,Africa,36,EUR,2024
GB,FALSE,UZ,international,Asia,36,EUR,2024
GE,FALSE,TM,international,Asia,36,EUR,2024
NL,FALSE,IS,international,Northern America,36,EUR,2024
SK,FALSE,DK,regional,Eurocontrol,36,EUR,2024
TR,FALSE,SD,international,Africa,36,EUR,2024
AL,FALSE,IL,international,Middle East,35,EUR,2024
BG,FALSE,MK,regional,Eurocontrol,35,EUR,2024
CH,FALSE,KZ,international,Asia,35,EUR,2024
DK,FALSE,XK,NA,NA,35,EUR,2024
ES,TRUE,GQ,international,Africa,35,EUR,2024
ES,TRUE,TH,international,Asia,35,EUR,2024
GR,FALSE,AZ,international,Asia,35,EUR,2024
ME,FALSE,BA,regional,Eurocontrol,35,EUR,2024
RO,FALSE,BA,regional,Eurocontrol,35,EUR,2024
RO,FALSE,SI,regional,Eurocontrol,35,EUR,2024
SI,FALSE,RO,regional,Eurocontrol,35,EUR,2024
AL,FALSE,BG,regional,Eurocontrol,34,EUR,2024
CH,FALSE,MD,regional,Eurocontrol,34,EUR,2024
HU,FALSE,MA,international,Africa,34,EUR,2024
SK,FALSE,LU,regional,Eurocontrol,34,EUR,2024
SK,FALSE,SE,regional,Eurocontrol,34,EUR,2024
ES,FALSE,MD,regional,Eurocontrol,33,EUR,2024
ES,TRUE,IN,international,Asia,33,EUR,2024
GB,FALSE,DZ,international,Africa,33,EUR,2024
MK,FALSE,BG,regional,Eurocontrol,33,EUR,2024
MK,FALSE,TN,international,Africa,33,EUR,2024
PT,FALSE,SN,NA,NA,33,EUR,2024
CZ,FALSE,JO,international,Middle East,32,EUR,2024
CZ,FALSE,VN,international,Asia,32,EUR,2024
DK,FALSE,ET,international,Africa,32,EUR,2024
DK,FALSE,SK,regional,Eurocontrol,32,EUR,2024
GB,FALSE,AN,NA,NA,32,EUR,2024
HR,FALSE,EG,international,Middle East,32,EUR,2024
LU,FALSE,SK,regional,Eurocontrol,32,EUR,2024
LV,FALSE,XK,NA,NA,32,EUR,2024
MT,FALSE,US,international,Northern America,32,EUR,2024
TR,FALSE,CY,regional,Eurocontrol,32,EUR,2024
BE,FALSE,CU,international,Southern America,31,EUR,2024
BG,FALSE,AL,regional,Eurocontrol,31,EUR,2024
CH,TRUE,AZ,international,Asia,31,EUR,2024
CZ,FALSE,TH,international,Asia,31,EUR,2024
DK,FALSE,BA,regional,Eurocontrol,31,EUR,2024
ES,TRUE,GI,regional,Eurocontrol,31,EUR,2024
FR,FALSE,HK,international,China,31,EUR,2024
GB,FALSE,MV,international,Asia,31,EUR,2024
GE,FALSE,TJ,international,Asia,31,EUR,2024
IT,FALSE,IQ,international,Middle East,31,EUR,2024
MT,FALSE,EE,regional,Eurocontrol,31,EUR,2024
PL,FALSE,BH,international,Middle East,31,EUR,2024
PT,FALSE,SK,regional,Eurocontrol,31,EUR,2024
SI,FALSE,TN,international,Africa,31,EUR,2024
AM,FALSE,AM,regional,Eurocontrol,30,EUR,2024
AM,FALSE,IN,international,Asia,30,EUR,2024
BA,FALSE,NL,regional,Eurocontrol,30,EUR,2024
CH,TRUE,LK,international,Asia,30,EUR,2024
EE,FALSE,MT,regional,Eurocontrol,30,EUR,2024
ES,FALSE,IN,international,Asia,30,EUR,2024
ES,FALSE,NG,international,Africa,30,EUR,2024
GB,FALSE,VC,international,Southern America,30,EUR,2024
GI,FALSE,PT,regional,Eurocontrol,30,EUR,2024
LV,FALSE,CA,international,Northern America,30,EUR,2024
PL,FALSE,CU,international,Southern America,30,EUR,2024
PL,FALSE,GM,international,Africa,30,EUR,2024
RO,FALSE,OM,international,Middle East,30,EUR,2024
CH,FALSE,NG,international,Africa,29,EUR,2024
DE,TRUE,XF,NA,NA,29,EUR,2024
ES,TRUE,JP,international,Asia,29,EUR,2024
FR,FALSE,IQ,international,Middle East,29,EUR,2024
FR,FALSE,OM,international,Middle East,29,EUR,2024
GB,FALSE,GE,regional,Eurocontrol,29,EUR,2024
GB,TRUE,SN,NA,NA,29,EUR,2024
LU,FALSE,VN,international,Asia,29,EUR,2024
ME,FALSE,KW,international,Middle East,29,EUR,2024
MT,FALSE,NO,regional,Eurocontrol,29,EUR,2024
NL,TRUE,SK,regional,Eurocontrol,29,EUR,2024
NO,FALSE,ME,regional,Eurocontrol,29,EUR,2024
RS,FALSE,AZ,international,Asia,29,EUR,2024
SI,FALSE,CY,regional,Eurocontrol,29,EUR,2024
AL,FALSE,PT,regional,Eurocontrol,28,EUR,2024
AT,FALSE,UZ,international,Asia,28,EUR,2024
BA,FALSE,DK,regional,Eurocontrol,28,EUR,2024
CY,FALSE,RU,international,Russia,28,EUR,2024
DE,FALSE,BB,international,Southern America,28,EUR,2024
DE,FALSE,NG,international,Africa,28,EUR,2024
DE,FALSE,OM,international,Middle East,28,EUR,2024
ES,FALSE,ME,regional,Eurocontrol,28,EUR,2024
FI,FALSE,LU,regional,Eurocontrol,28,EUR,2024
HU,FALSE,XK,NA,NA,28,EUR,2024
ME,FALSE,NO,regional,Eurocontrol,28,EUR,2024
PT,FALSE,EG,international,Middle East,28,EUR,2024
AL,FALSE,KW,international,Middle East,27,EUR,2024
AL,FALSE,LT,regional,Eurocontrol,27,EUR,2024
AT,FALSE,MX,international,Southern America,27,EUR,2024
CH,FALSE,LT,regional,Eurocontrol,27,EUR,2024
CH,TRUE,CU,international,Southern America,27,EUR,2024
CZ,FALSE,CU,international,Southern America,27,EUR,2024
DE,FALSE,DZ,international,Africa,27,EUR,2024
ES,FALSE,ZA,international,Africa,27,EUR,2024
FR,FALSE,HT,international,Southern America,27,EUR,2024
FR,FALSE,TH,international,Asia,27,EUR,2024
FR,FALSE,ZA,international,Africa,27,EUR,2024
GB,FALSE,LY,international,Africa,27,EUR,2024
GB,TRUE,IQ,international,Middle East,27,EUR,2024
GR,FALSE,XK,NA,NA,27,EUR,2024
ME,FALSE,XK,NA,NA,27,EUR,2024
PT,FALSE,GI,regional,Eurocontrol,27,EUR,2024
TR,FALSE,TG,international,Africa,27,EUR,2024
AT,FALSE,CV,international,Africa,26,EUR,2024
BG,FALSE,KW,international,Middle East,26,EUR,2024
ES,FALSE,GE,regional,Eurocontrol,26,EUR,2024
FR,FALSE,MR,international,Africa,26,EUR,2024
GR,FALSE,KR,international,Asia,26,EUR,2024
HR,FALSE,XK,NA,NA,26,EUR,2024
IE,FALSE,IL,international,Middle East,26,EUR,2024
IE,FALSE,IN,international,Asia,26,EUR,2024
LU,FALSE,FI,regional,Eurocontrol,26,EUR,2024
MD,FALSE,TN,international,Africa,26,EUR,2024
NL,FALSE,TN,international,Africa,26,EUR,2024
NL,TRUE,CU,international,Southern America,26,EUR,2024
NO,FALSE,MT,regional,Eurocontrol,26,EUR,2024
PL,FALSE,MG,international,Africa,26,EUR,2024
RO,FALSE,ME,regional,Eurocontrol,26,EUR,2024
SE,FALSE,TN,international,Africa,26,EUR,2024
AL,FALSE,ME,regional,Eurocontrol,25,EUR,2024
BE,FALSE,GA,international,Africa,25,EUR,2024
CH,FALSE,BS,international,Southern America,25,EUR,2024
CY,FALSE,KZ,international,Asia,25,EUR,2024
CY,FALSE,TR,regional,Eurocontrol,25,EUR,2024
CZ,FALSE,MV,international,Asia,25,EUR,2024
LT,FALSE,AL,regional,Eurocontrol,25,EUR,2024
ME,FALSE,BG,regional,Eurocontrol,25,EUR,2024
ME,FALSE,RO,regional,Eurocontrol,25,EUR,2024
MK,FALSE,RO,regional,Eurocontrol,25,EUR,2024
RO,FALSE,MK,regional,Eurocontrol,25,EUR,2024
RS,FALSE,LT,regional,Eurocontrol,25,EUR,2024
AM,FALSE,CN,international,China,24,EUR,2024
BE,FALSE,LR,international,Africa,24,EUR,2024
DE,TRUE,TT,international,Southern America,24,EUR,2024
FR,FALSE,GI,regional,Eurocontrol,24,EUR,2024
FR,FALSE,MV,international,Asia,24,EUR,2024
GB,FALSE,CU,international,Southern America,24,EUR,2024
GB,FALSE,KE,international,Africa,24,EUR,2024
IT,FALSE,DJ,international,Africa,24,EUR,2024
NO,FALSE,CA,international,Northern America,24,EUR,2024
TR,FALSE,IS,international,Northern America,24,EUR,2024
AL,FALSE,NA,NA,NA,23,EUR,2024
AT,FALSE,KZ,international,Asia,23,EUR,2024
CY,FALSE,SI,regional,Eurocontrol,23,EUR,2024
CZ,FALSE,MN,international,Asia,23,EUR,2024
GB,TRUE,PE,international,Southern America,23,EUR,2024
GE,FALSE,LB,international,Middle East,23,EUR,2024
GE,FALSE,MO,international,China,23,EUR,2024
GR,FALSE,OM,international,Middle East,23,EUR,2024
IT,FALSE,BS,international,Southern America,23,EUR,2024
LU,FALSE,PR,international,Southern America,23,EUR,2024
MK,FALSE,AL,regional,Eurocontrol,23,EUR,2024
NL,FALSE,BA,regional,Eurocontrol,23,EUR,2024
PT,FALSE,AN,NA,NA,23,EUR,2024
RS,FALSE,LU,regional,Eurocontrol,23,EUR,2024
